IDNumber,data,Age,age_range,Gender,HighestEducation,Ethnicity,Region,q0014,q0015,q0016,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0031,q0033,q0034,q0036,q0037,q0039,q0040,q0041,q0042,q0043,q0045,q0046,q0047,q0048,q0050,q0053,q0055,q0056,q0057,q0058,q0060,q0061,q0063,q0064,q0065,q0066,q0069,q0071,q0072,q0073,q0074,q0075,q0076,q0079,q0080,q0081,q0084,q0086,q0087,q0088,q0090,q0091,q0092,q0094,q0095,q0096,q0097,q0099,q0100,q0103,q0105,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0129,q0131,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
100015,In-house-Eng,37,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,1,4,1,1,2,3,3,2,2,2,1,2,1,1,2,1,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,76,21,12,15,12,16,11,10,12
100008,In-house-Eng,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,Black,west,1,3,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,2,3,1,1,1,3,1,1,1,1,1,2,2,1,1,1,4,2,1,3,3,2,4,3,2,3,4,2,3,1,4,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,102,15,15,13,20,29,11,14,14
100010,In-house-Eng,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,2,3,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,79,19,12,15,15,15,10,12,14
233024,In-house-Eng,23,21.00 to 30.99 years,Male,Some college or associate degree,White,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10
233010,In-house-Eng,68,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,west,2,4,1,2,1,3,3,3,2,2,3,2,2,1,1,2,2,2,2,3,1,2,3,2,1,1,1,3,1,3,2,2,2,1,3,1,1,1,3,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,3,1,1,2,1,3,2,1,2,3,1,2,2,1,2,2,1,1,1,1,2,2,2,106,23,20,18,18,17,14,19,15
100011,In-house-Eng,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,2,3,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,87,16,14,15,15,16,14,13,16
100005,In-house-Eng,26,21.00 to 30.99 years,Male,Some college or associate degree,White,west,1,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,4,1,1,3,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,3,2,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85,13,16,15,15,15,12,12,10
233025,In-house-Eng,85,65.00 to 99.99 years,Female,High school graduate (including GED),White,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,69,10,11,11,10,10,10,17,12
233026,In-house-Eng,66,65.00 to 99.99 years,Female,Some college or associate degree,White,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,10,10,11,10,10,10,10,10
233027,In-house-Eng,65,65.00 to 99.99 years,Female,High school graduate (including GED),MultiRacial,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,10,10,10,10,11,10,10,10
233028,In-house-Eng,68,65.00 to 99.99 years,Male,High school graduate (including GED),White,west,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,14,10,10,10,10,10,10,10
233029,In-house-Eng,65,65.00 to 99.99 years,Female,High school graduate (including GED),White,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,10,10,10,10,10,10,10,10
100001,In-house-Eng,48,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,west,1,2,1,2,2,1,1,1,3,1,1,2,2,1,1,1,1,2,1,1,1,2,1,3,1,1,1,3,2,4,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,75,15,13,19,13,10,10,10,12
400023,In-house-Sp,26,21.00 to 30.99 years,Female,High school graduate (including GED),Hispanic,west,2,4,2,2,3,3,3,2,3,2,2,2,3,1,2,1,2,4,2,2,2,1,2,2,2,1,1,1,2,2,3,4,4,3,3,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,4,2,2,1,1,1,1,1,1,2,1,3,2,1,2,2,4,3,3,104,26,21,16,23,17,11,16,23
400006,In-house-Sp,39,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,1,3,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,69,15,13,10,13,10,13,10,11
400003,In-house-Sp,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,3,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,96,13,18,16,13,17,19,13,17
400010,In-house-Sp,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,12,10,13,12,15,10,10,10
400007,In-house-Sp,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,2,3,1,1,1,3,1,3,4,1,2,1,1,1,1,1,2,1,1,2,2,2,2,3,2,1,1,3,2,3,4,1,2,1,2,1,1,1,1,2,3,2,3,2,4,4,2,3,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,3,2,1,1,2,1,2,2,1,1,1,1,2,2,105,20,13,21,16,27,11,17,15
400008,In-house-Sp,26,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,west,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,10,10,10,10,12,10,10,10
400033,In-house-Sp,32,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82,13,14,18,12,18,10,10,10
400005,In-house-Sp,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,1,4,1,1,3,3,1,3,3,1,4,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,4,1,4,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,21,18,17,14,14,10,10,10
400021,In-house-Sp,55,51.00 to 64.99 years,Female,Some college or associate degree,Hispanic,west,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,75,10,12,15,10,12,12,14,12
400004,In-house-Sp,32,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,3,1,2,2,2,3,2,2,3,3,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,89,12,15,14,12,22,15,11,14
400012,In-house-Sp,23,21.00 to 30.99 years,Female,High school graduate (including GED),Hispanic,west,2,4,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,71,17,13,14,13,11,10,10,11
400030,In-house-Sp,41,41.00 to 50.99 years,Female,Bachelor's degree or higher,Hispanic,west,2,4,1,2,2,2,2,3,3,1,2,1,1,1,3,1,1,1,1,1,2,2,2,4,1,2,3,2,2,3,4,1,2,1,1,1,1,2,2,4,3,1,1,1,2,4,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,3,3,3,4,3,2,1,4,3,1,2,1,3,2,4,110,22,13,23,19,19,12,24,23
400031,In-house-Sp,27,21.00 to 30.99 years,Male,High school graduate (including GED),Hispanic,west,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,3,1,3,1,1,1,1,1,1,2,1,3,1,1,1,4,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,83,13,10,15,11,18,13,16,11
400028,In-house-Sp,66,65.00 to 99.99 years,Female,Did not complete high school (no diploma),Hispanic,west,1,4,1,1,3,1,2,3,4,1,4,1,2,1,1,2,1,1,1,1,4,2,1,2,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,4,1,1,1,4,4,1,2,2,1,3,2,1,4,3,2,4,1,1,1,1,3,4,3,1,3,1,4,3,3,104,21,15,17,17,12,21,22,26
400029,In-house-Sp,62,51.00 to 64.99 years,Male,Some college or associate degree,Hispanic,west,2,4,1,3,4,2,4,3,4,1,2,1,2,1,2,3,1,1,1,1,2,2,1,2,1,1,1,2,1,3,4,2,2,1,1,1,2,1,1,1,1,2,1,1,2,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,3,4,4,3,3,1,1,1,1,2,2,2,1,2,1,2,1,2,100,28,15,16,16,18,11,24,16
400009,In-house-Sp,55,51.00 to 64.99 years,Female,High school graduate (including GED),Hispanic,west,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,76,13,12,14,10,16,10,14,10
