IDNumber,Age,AgeGroup,Gender,HighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
141027,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,97,15,15,19,17,22,13,11,21,50,44,49,51,51,62,50,35,60
141033,41,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,128,19,23,19,22,25,18,21,29,64,55,65,51,62,67,63,61,71
141122,32,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,94,16,13,20,13,14,20,14,16,49,47,43,53,39,43,66,46,50
143007,36,31.00 to 40.99 years,Female,Some college or associate degree,White,northeast,87,18,13,16,13,21,11,13,15,44,52,43,45,39,60,42,43,48
143016,28,21.00 to 30.99 years,Female,Did not complete high school (no diploma),Hispanic,northeast,100,16,13,13,20,19,21,14,15,52,47,43,37,58,56,68,46,48
143008,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,northeast,96,12,17,16,14,22,11,16,11,50,33,54,45,43,62,42,51,35
141114,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,122,13,23,31,15,17,17,19,11,62,37,65,69,46,51,61,58,35
141112,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,113,17,15,20,19,25,16,18,13,58,50,49,53,56,67,59,56,42
143002,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,95,22,16,15,15,13,14,22,18,49,61,51,42,46,40,54,63,55
141109,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,111,21,17,20,24,21,12,17,20,57,59,54,53,66,60,47,54,58
141110,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,85,19,13,17,14,14,11,16,16,43,55,43,47,43,43,42,51,50
144010,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,95,18,17,15,17,13,15,18,14,49,52,54,42,51,40,56,56,45
144012,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,116,20,22,22,17,16,16,23,22,59,57,63,57,51,49,59,64,62
144011,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,107,17,17,26,19,19,12,14,16,55,50,54,63,56,56,47,46,50
144008,64,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,112,18,15,25,18,20,14,20,18,57,52,49,61,54,58,54,60,55
144016,54,51.00 to 64.99 years,Female,Some college or associate degree,White,south,108,17,17,21,16,19,16,19,14,56,50,54,55,49,56,59,58,45
144014,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,south,87,12,13,18,19,16,10,11,17,44,33,43,49,56,49,37,35,53
144021,51,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,122,14,22,27,17,21,11,24,19,62,41,63,64,51,60,42,66,57
144024,50,41.00 to 50.99 years,Female,Some college or associate degree,White,south,99,14,12,21,18,19,12,17,17,51,41,39,55,54,56,47,54,53
143029,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,77,13,12,15,15,12,11,12,14,38,37,39,42,46,37,42,39,45
141013,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,111,15,19,23,18,17,13,21,14,57,44,58,58,54,51,50,61,45
144036,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,90,15,15,23,14,11,12,15,18,46,44,49,58,43,33,47,49,55
144048,25,21.00 to 30.99 years,Female,Some college or associate degree,White,northeast,97,15,14,18,15,17,13,20,17,50,44,46,49,46,51,50,60,53
144023,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,92,19,15,14,17,15,17,14,21,47,55,49,40,51,46,61,46,60
144009,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,125,14,18,26,22,21,18,20,18,63,41,56,63,62,60,63,60,55
143015,31,31.00 to 40.99 years,Male,Did not complete high school (no diploma),Hispanic,northeast,77,26,11,13,14,12,16,11,20,38,69,35,37,43,37,59,35,58
144022,57,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,99,17,18,16,17,16,12,20,17,51,50,56,45,51,49,47,60,53
144017,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,95,15,15,16,20,15,14,15,15,49,44,49,45,58,46,54,49,48
143027,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),White,northeast,89,20,13,16,13,15,13,19,20,46,57,43,45,39,46,50,58,58
144049,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,87,22,14,17,14,14,12,16,12,44,61,46,47,43,43,47,51,39
143028,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,83,13,12,17,12,19,10,13,10,42,37,39,47,36,56,37,43,31
144053,71,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,northeast,86,20,14,16,14,14,15,13,21,44,57,46,45,43,43,56,43,60
144045,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,125,23,21,24,22,24,16,18,22,63,63,62,60,62,65,59,56,62
144025,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,74,17,11,16,13,11,10,13,15,35,50,35,45,39,33,37,43,48
144057,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,120,21,17,25,20,19,20,19,17,61,59,54,61,58,56,66,58,53
144050,47,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,96,18,15,18,17,17,11,18,18,50,52,49,49,51,51,42,56,55
144060,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,160,20,22,26,31,28,23,30,21,74,57,63,63,75,71,70,72,60
169003,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,west,83,19,14,17,13,13,14,12,16,42,55,46,47,39,40,54,39,50
144035,57,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,90,13,12,22,12,17,13,14,12,46,37,39,57,36,51,50,46,39
144055,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,81,10,12,16,13,14,12,14,17,40,25,39,45,39,43,47,46,53
144054,31,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,northeast,107,21,17,20,19,20,13,18,16,55,59,54,53,56,58,50,56,50
144007,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,85,17,14,16,14,15,11,15,13,43,50,46,45,43,46,42,49,42
144044,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,105,14,16,20,25,20,11,13,12,54,41,51,53,68,58,42,43,39
141183,44,41.00 to 50.99 years,Female,Some college or associate degree,Hispanic,south,62,12,10,10,11,11,10,10,11,25,33,30,27,31,33,37,30,35
169004,34,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,88,19,12,17,15,18,12,14,15,45,55,39,47,46,54,47,46,48
143009,47,41.00 to 50.99 years,Male,Some college or associate degree,Black,northeast,74,15,11,11,16,13,10,13,10,35,44,35,30,49,40,37,43,31
144056,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,northeast,123,17,19,21,21,23,16,23,20,62,50,58,55,60,63,59,64,58
169005,49,41.00 to 50.99 years,Male,Did not complete high school (no diploma),Hispanic,west,93,24,13,16,23,19,10,12,20,48,65,43,45,64,56,37,39,58
144051,37,31.00 to 40.99 years,Female,High school graduate (including GED),White,midwest,62,12,10,10,11,11,10,10,11,25,33,30,27,31,33,37,30,35
141191,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,97,19,17,19,15,15,12,19,17,50,55,54,51,46,46,47,58,53
141022,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,112,13,17,23,21,17,12,22,21,57,37,54,58,60,51,47,63,60
141196,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,73,13,11,12,16,12,11,11,15,35,37,35,34,49,37,42,35,48
141195,68,65.00 to 99.99 years,Female,Some college or associate degree,MultiRacial,south,130,20,19,31,22,24,15,19,21,65,57,58,69,62,65,56,58,60
144059,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,67,11,10,13,11,12,11,10,11,29,29,30,37,31,37,42,30,35
141197,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,88,16,10,17,16,17,12,16,13,45,47,30,47,49,51,47,51,42
141198,38,31.00 to 40.99 years,Male,Some college or associate degree,White,south,93,18,13,19,14,21,10,16,11,48,52,43,51,43,60,37,51,35
141201,34,31.00 to 40.99 years,Female,High school graduate (including GED),White,south,86,15,15,17,15,12,12,15,22,44,44,49,47,46,37,47,49,62
141200,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,93,16,17,23,12,16,13,12,14,48,47,54,58,36,49,50,39,45
141202,34,31.00 to 40.99 years,Male,Some college or associate degree,White,south,110,26,16,25,22,18,11,18,17,57,69,51,61,62,54,42,56,53
141208,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,108,22,18,24,19,16,12,19,14,56,61,56,60,56,49,47,58,45
141199,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,90,16,15,19,12,17,12,15,17,46,47,49,51,36,51,47,49,53
141209,35,31.00 to 40.99 years,Female,Some college or associate degree,White,south,93,13,18,16,12,21,11,15,22,48,37,56,45,36,60,42,49,62
141204,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,88,15,13,20,15,13,11,16,11,45,44,43,53,46,40,42,51,35
141203,25,21.00 to 30.99 years,Male,Did not complete high school (no diploma),White,south,79,17,13,15,12,13,12,14,15,39,50,43,42,36,40,47,46,48
141206,39,31.00 to 40.99 years,Female,Some college or associate degree,White,south,121,16,20,25,19,20,16,21,20,61,47,60,61,56,58,59,61,58
141205,41,41.00 to 50.99 years,Male,Some college or associate degree,White,south,81,19,13,13,14,15,16,10,13,40,55,43,37,43,46,59,30,42
141214,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,70,17,12,12,10,11,12,13,14,32,50,39,34,27,33,47,43,45
141212,30,21.00 to 30.99 years,Male,Some college or associate degree,White,south,101,16,16,15,20,18,15,17,16,52,47,51,42,58,54,56,54,50
141213,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,113,19,19,21,16,17,13,27,18,58,55,58,55,49,51,50,69,55
141210,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,120,24,20,25,19,20,15,21,21,61,65,60,61,56,58,56,61,60
141216,56,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,95,18,13,21,17,18,13,13,17,49,52,43,55,51,54,50,43,53
141215,52,51.00 to 64.99 years,Female,Some college or associate degree,Hispanic,south,82,13,12,16,16,15,10,13,12,41,37,39,45,49,46,37,43,39
141207,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,102,15,20,17,16,16,15,18,15,53,44,60,47,49,49,56,56,48
144052,37,31.00 to 40.99 years,Male,High school graduate (including GED),White,midwest,61,10,10,11,10,10,10,10,10,25,25,30,30,27,29,37,30,31
169009,34,31.00 to 40.99 years,Female,Some college or associate degree,White,west,113,18,15,23,18,18,10,29,17,58,52,49,58,54,54,37,72,53
169006,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,69,16,11,14,11,11,10,12,13,31,47,35,40,31,33,37,39,42
144037,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,69,14,12,10,11,13,10,13,12,31,41,39,27,31,40,37,43,39
169012,52,51.00 to 64.99 years,Female,High school graduate (including GED),Hispanic,west,132,17,19,37,26,19,14,17,19,65,50,58,75,69,56,54,54,57
144013,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,92,20,16,12,15,14,15,20,17,47,57,51,34,46,43,56,60,53
169025,70,65.00 to 99.99 years,Male,Some college or associate degree,White,west,95,19,15,19,15,15,16,15,16,49,55,49,51,46,46,59,49,50
169022,43,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,midwest,128,17,20,27,21,22,15,23,19,64,50,60,64,60,62,56,64,57
169001,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,81,18,12,20,12,12,11,14,10,40,52,39,53,36,37,42,46,31
169002,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,MultiRacial,west,84,26,13,15,19,13,12,12,12,42,69,43,42,56,40,47,39,39
169024,69,65.00 to 99.99 years,Female,Some college or associate degree,White,west,104,14,16,20,21,17,16,14,20,54,41,51,53,60,51,59,46,58
169014,42,41.00 to 50.99 years,Female,Some college or associate degree,White,west,128,16,22,34,15,18,17,22,11,64,47,63,73,46,54,61,63,35
169016,32,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,west,77,16,14,13,16,11,12,11,20,38,47,46,37,49,33,47,35,58
169017,33,31.00 to 40.99 years,Male,Some college or associate degree,Asian,west,119,24,20,20,20,19,22,18,21,60,65,60,53,58,56,69,56,60
169015,21,21.00 to 30.99 years,Female,High school graduate (including GED),White,west,116,17,18,25,18,18,16,21,21,59,50,56,61,54,54,59,61,60
146003,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,midwest,131,20,22,27,19,22,16,25,20,65,57,63,64,56,62,59,67,58
146002,59,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,midwest,93,18,14,20,15,14,16,14,14,48,52,46,53,46,43,59,46,45
146004,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,98,20,15,23,15,16,12,17,15,51,57,49,58,46,49,47,54,48
169010,44,41.00 to 50.99 years,Male,Some college or associate degree,White,west,82,15,13,17,15,15,10,12,15,41,44,43,47,46,46,37,39,48
169007,68,65.00 to 99.99 years,Female,Some college or associate degree,White,midwest,106,14,16,21,17,18,12,22,21,55,41,51,55,51,54,47,63,60
169011,68,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,midwest,91,14,14,16,16,16,13,16,15,47,41,46,45,49,49,50,51,48
169008,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,91,17,15,14,18,17,13,14,18,47,50,49,40,54,51,50,46,55
146006,31,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,midwest,96,17,15,23,14,14,15,15,15,50,50,49,58,43,43,56,49,48
169019,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,83,20,16,12,16,17,10,12,18,42,57,51,34,49,51,37,39,55
169020,34,31.00 to 40.99 years,Male,Some college or associate degree,White,west,106,23,18,17,18,19,20,14,21,55,63,56,47,54,56,66,46,60
169018,37,31.00 to 40.99 years,Male,Some college or associate degree,White,west,83,18,13,11,19,16,12,12,16,42,52,43,30,56,49,47,39,50
169021,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,95,21,13,16,20,15,13,18,13,49,59,43,45,58,46,50,56,42
209001,52,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,144,22,30,29,20,19,17,29,16,69,61,73,67,58,56,61,72,50
171002,46,41.00 to 50.99 years,Male,High school graduate (including GED),White,south,124,30,23,16,27,20,23,15,21,62,75,65,45,71,58,70,49,60
171008,70,65.00 to 99.99 years,Male,High school graduate (including GED),White,south,86,14,15,18,20,10,10,13,14,44,41,49,49,58,29,37,43,45
203001,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,south,84,19,15,22,11,13,10,13,14,42,55,49,57,31,40,37,43,45
169050,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,80,15,13,11,15,17,10,14,17,40,44,43,30,46,51,37,46,53
171009,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,117,18,18,26,20,18,20,15,21,60,52,56,63,58,54,66,49,60
209002,32,31.00 to 40.99 years,Female,Some college or associate degree,White,south,102,19,17,16,19,19,13,18,22,53,55,54,45,56,56,50,56,62
203002,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,south,127,15,19,24,23,19,20,22,29,63,44,58,60,64,56,66,63,71
171014,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,114,19,15,31,17,17,18,16,15,58,55,49,69,51,51,63,51,48
203003,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,Hispanic,south,97,17,18,18,14,20,10,17,13,50,50,56,49,43,58,37,54,42
203005,46,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,84,18,15,17,13,11,11,17,15,42,52,49,47,39,33,42,54,48
171015,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,MultiRacial,west,89,15,15,17,16,17,12,12,15,46,44,49,47,49,51,47,39,48
203007,51,51.00 to 64.99 years,Male,Some college or associate degree,White,south,93,14,12,21,14,19,12,15,11,48,41,39,55,43,56,47,49,35
209003,21,21.00 to 30.99 years,Female,High school graduate (including GED),White,south,72,11,16,11,10,12,11,12,10,34,29,51,30,27,37,42,39,31
171007,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,82,17,13,18,12,14,12,13,13,41,50,43,49,36,43,47,43,42
193007,50,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,76,15,11,14,12,15,10,14,11,37,44,35,40,36,46,37,46,35
193004,46,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,72,18,12,12,14,13,10,11,13,34,52,39,34,43,40,37,35,42
204006,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,119,19,22,26,20,16,16,19,22,60,55,63,63,58,49,59,58,62
204007,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,MultiRacial,west,130,24,23,33,18,21,14,21,20,65,65,65,72,54,60,54,61,58
204010,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,96,17,11,19,18,19,14,15,17,50,50,35,51,54,56,54,49,53
203006,60,51.00 to 64.99 years,Female,Some college or associate degree,White,south,95,16,15,20,13,20,12,15,16,49,47,49,53,39,58,47,49,50
171016,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,west,116,22,21,25,19,26,12,13,15,59,61,62,61,56,68,47,43,48
190001,67,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,west,106,15,14,18,17,28,15,14,14,55,44,46,49,51,71,56,46,45
190002,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,west,74,11,10,12,15,14,10,13,10,35,29,30,34,46,43,37,43,31
204002,63,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,west,85,16,18,14,17,11,13,12,24,43,47,56,40,51,33,50,39,65
204011,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,83,17,13,15,15,13,12,15,12,42,50,43,42,46,40,47,49,39
203009,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,99,21,12,19,20,18,15,15,14,51,59,39,51,58,54,56,49,45
193009,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,90,16,15,16,16,15,12,16,20,46,47,49,45,49,46,47,51,58
203010,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,95,18,20,17,15,14,15,14,15,49,52,60,47,46,43,56,46,48
193008,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,70,14,11,12,14,12,10,11,11,32,41,35,34,43,37,37,35,35
204008,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,84,14,13,14,16,12,14,15,11,42,41,43,40,49,37,54,49,35
217001,45,41.00 to 50.99 years,Female,High school graduate (including GED),White,south,103,23,18,23,15,16,11,20,27,53,63,56,58,46,49,42,60,69
203014,63,51.00 to 64.99 years,Male,High school graduate (including GED),White,south,76,14,12,17,13,14,10,10,10,37,41,39,47,39,43,37,30,31
209004,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,89,13,18,15,11,16,15,14,17,46,37,56,42,31,49,56,46,53
204012,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,102,19,13,25,17,17,13,17,21,53,55,43,61,51,51,50,54,60
171011,40,31.00 to 40.99 years,Female,Some college or associate degree,White,northeast,96,18,15,18,19,17,12,15,24,50,52,49,49,56,51,47,49,65
209010,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,127,24,19,23,26,20,16,23,15,63,65,58,58,69,58,59,64,48
204004,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,80,12,13,16,10,15,12,14,15,40,33,43,45,27,46,47,46,48
217002,35,31.00 to 40.99 years,Female,Did not complete high school (no diploma),White,south,121,19,20,18,21,23,19,20,17,61,55,60,49,60,63,65,60,53
204017,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,107,16,19,24,15,16,16,17,20,55,47,58,60,46,49,59,54,58
204015,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,west,103,20,17,23,20,21,11,11,17,53,57,54,58,58,60,42,35,53
204018,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,103,16,19,22,15,22,11,14,13,53,47,58,57,46,62,42,46,42
204023,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,AmericanIndAlaskanNat,west,85,11,13,17,14,14,13,14,17,43,29,43,47,43,43,50,46,53
204016,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,89,18,18,21,14,13,10,13,14,46,52,56,55,43,40,37,43,45
209013,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,91,17,12,17,19,18,12,13,12,47,50,39,47,56,54,47,43,39
204019,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,82,17,13,14,14,11,15,15,13,41,50,43,40,43,33,56,49,42
204022,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,107,17,20,30,13,14,14,16,15,55,50,60,68,39,43,54,51,48
203016,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,94,16,13,18,13,18,13,19,20,49,47,43,49,39,54,50,58,58
190005,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,109,13,16,23,16,24,18,12,16,56,37,51,58,49,65,63,39,50
190003,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,100,14,13,16,19,21,13,18,10,52,41,43,45,56,60,50,56,31
190006,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,south,152,22,29,25,26,15,31,26,19,71,61,72,61,69,46,75,68,57
209011,45,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,south,92,20,15,15,14,19,12,17,17,47,57,49,42,43,56,47,54,53
204001,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,Black,west,125,15,24,17,25,20,24,15,23,63,44,66,47,68,58,71,49,63
190011,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,79,15,11,15,16,12,12,13,19,39,44,35,42,49,37,47,43,57
190008,30,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,south,86,15,15,16,13,14,13,15,15,44,44,49,45,39,43,50,49,48
209014,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,Black,south,83,14,12,12,14,13,14,18,15,42,41,39,34,43,40,54,56,48
190012,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,west,90,16,12,14,21,15,13,15,13,46,47,39,40,60,46,50,49,42
209015,65,65.00 to 99.99 years,Male,High school graduate (including GED),White,midwest,96,13,13,23,14,16,13,17,16,50,37,43,58,43,49,50,54,50
224001,63,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,75,13,13,12,11,13,12,14,17,36,37,43,34,31,40,47,46,53
209007,54,51.00 to 64.99 years,Male,Some college or associate degree,White,south,134,30,20,25,22,18,18,31,19,66,75,60,61,62,54,63,73,57
