IDNumber,Age,AgeGroup,Gender,HighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
144016,54,51.00 to 64.99 years,Female,Some college or associate degree,White,south,70,15,10,11,13,11,12,13,13,42,47,37,39,47,39,49,52,48
144022,57,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,85,18,13,18,13,16,10,15,13,52,54,50,58,47,54,39,58,48
144035,57,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,64,14,11,11,11,10,10,11,10,36,44,42,39,38,35,39,44,36
141117,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,86,15,15,16,13,16,12,14,19,52,47,55,54,47,54,49,55,61
144024,50,41.00 to 50.99 years,Female,Some college or associate degree,White,south,74,16,12,10,13,16,12,11,17,45,50,46,34,47,54,49,44,58
144049,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,87,19,12,12,15,11,24,13,16,53,56,46,43,53,39,74,52,56
144011,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,98,14,16,17,18,22,12,13,13,58,44,58,56,60,64,49,52,48
144023,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,61,11,10,10,10,10,10,11,12,33,35,37,34,33,35,39,44,45
144009,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,67,10,10,14,11,11,10,11,10,39,31,37,49,38,39,39,44,36
144045,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,67,14,10,12,10,11,14,10,10,39,44,37,43,33,39,56,39,36
144012,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,96,16,15,19,18,17,14,13,18,57,50,55,60,60,56,56,52,59
143028,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,73,12,12,13,12,14,11,11,12,44,38,46,47,43,49,44,44,45
144055,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,77,12,12,12,14,16,10,13,12,47,38,46,43,50,54,39,52,45
144036,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,80,19,15,14,13,13,12,13,24,49,56,55,49,47,46,49,52,67
144017,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,83,13,13,13,16,14,12,15,12,51,41,50,47,56,49,49,58,45
144048,25,21.00 to 30.99 years,Female,Some college or associate degree,White,northeast,61,16,10,10,10,10,10,11,10,33,50,37,34,33,35,39,44,36
143027,47,41.00 to 50.99 years,Male,Did not complete high school (no diploma),White,northeast,66,22,11,11,12,10,12,10,12,38,62,42,39,43,35,49,39,45
143029,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,71,18,11,11,13,13,13,10,10,42,54,42,39,47,46,53,39,36
144053,71,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,northeast,63,14,12,11,10,10,10,10,10,35,44,46,39,33,35,39,39,36
144010,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,78,12,13,15,13,16,10,11,11,48,38,50,52,47,54,39,44,41
144025,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,80,21,16,14,16,11,11,12,13,49,60,58,49,56,39,44,49,48
144050,47,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,85,16,13,15,14,13,13,17,10,52,50,50,52,50,46,53,63,36
144060,28,21.00 to 30.99 years,Male,Some college or associate degree,White,south,89,18,23,12,16,13,10,15,16,54,54,68,43,56,46,39,58,56
141013,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,114,17,19,22,24,21,12,16,12,64,52,63,64,69,62,49,60,45
141115,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,72,22,14,12,10,13,12,11,15,43,62,53,43,33,46,49,44,54
169003,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,west,67,20,10,10,11,11,15,10,12,39,58,37,34,38,39,59,39,45
143009,47,41.00 to 50.99 years,Male,Some college or associate degree,Black,northeast,66,13,10,11,12,12,10,11,10,38,41,37,39,43,43,39,44,36
144044,34,31.00 to 40.99 years,Male,High school graduate (including GED),White,northeast,95,23,18,16,17,21,10,13,14,57,63,61,54,58,62,39,52,51
141183,44,41.00 to 50.99 years,Female,Some college or associate degree,Hispanic,south,116,16,20,22,20,22,17,15,20,65,50,64,64,64,64,63,58,62
169004,34,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,82,18,11,13,16,16,11,15,15,50,54,42,47,56,54,44,58,54
143008,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,northeast,96,10,19,15,14,22,10,16,13,57,31,63,52,50,64,39,60,48
144007,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,102,18,16,18,15,20,19,14,16,60,54,58,58,53,61,67,55,56
169005,49,41.00 to 50.99 years,Male,Did not complete high school (no diploma),Hispanic,west,83,29,11,15,14,22,10,11,22,51,72,42,52,50,64,39,44,65
144056,65,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,northeast,104,16,15,18,15,22,13,21,19,61,50,55,58,53,64,53,69,61
144052,37,31.00 to 40.99 years,Male,High school graduate (including GED),White,midwest,62,10,10,10,11,11,10,10,10,34,31,37,34,38,39,39,39,36
141191,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,70,19,11,12,12,12,10,13,11,42,56,42,43,43,43,39,52,41
144057,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,south,67,19,12,12,12,10,10,11,10,39,56,46,43,43,35,39,44,36
141195,68,65.00 to 99.99 years,Female,Some college or associate degree,MultiRacial,south,107,26,20,19,15,17,16,20,21,62,68,64,60,53,56,61,68,64
141196,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,97,17,16,16,16,13,18,18,18,58,52,58,54,56,46,65,64,59
144054,31,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,northeast,60,10,10,10,10,10,10,10,10,32,31,37,34,33,35,39,39,36
144059,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,65,11,10,11,12,12,10,10,12,37,35,37,39,43,43,39,39,45
144021,51,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,72,10,11,11,14,12,13,11,14,43,31,42,39,50,43,53,44,51
141200,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,91,16,13,24,16,13,11,14,16,55,50,50,66,56,46,44,55,56
141198,38,31.00 to 40.99 years,Male,Some college or associate degree,White,south,81,17,12,13,14,19,11,12,16,50,52,46,47,50,60,44,49,56
141202,34,31.00 to 40.99 years,Male,Some college or associate degree,White,south,77,13,13,13,14,14,10,13,13,47,41,50,47,50,49,39,52,48
141201,34,31.00 to 40.99 years,Female,High school graduate (including GED),White,south,104,26,17,21,20,20,12,14,26,61,68,60,62,64,61,49,55,68
141199,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,73,10,13,12,12,14,10,12,16,44,31,50,43,43,49,39,49,56
141210,35,31.00 to 40.99 years,Male,High school graduate (including GED),White,south,91,25,13,17,17,18,15,11,21,55,66,50,56,58,58,59,44,64
141204,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,69,15,11,12,10,11,10,15,10,41,47,42,43,33,39,39,58,36
141203,25,21.00 to 30.99 years,Male,Did not complete high school (no diploma),White,south,74,16,12,13,14,12,12,11,17,45,50,46,47,50,43,49,44,58
141212,30,21.00 to 30.99 years,Male,Some college or associate degree,White,south,93,19,17,11,15,19,17,14,25,56,56,60,39,53,60,63,55,68
141208,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,83,20,12,14,19,13,13,12,13,51,58,46,49,62,46,53,49,48
141213,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,71,19,11,13,13,11,10,13,12,42,56,42,47,47,39,39,52,45
141214,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,74,11,12,13,11,12,13,13,11,45,35,46,47,38,43,53,52,41
141207,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,71,12,12,12,11,11,10,15,13,42,38,46,43,38,39,39,58,48
141197,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,81,15,10,15,15,16,12,13,16,50,47,37,52,53,54,49,52,56
141209,35,31.00 to 40.99 years,Female,Some college or associate degree,White,south,128,22,20,19,22,27,20,20,20,68,62,64,60,66,69,69,68,62
141216,56,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,72,14,11,14,11,14,12,10,12,43,44,42,49,38,49,49,39,45
141215,52,51.00 to 64.99 years,Female,Some college or associate degree,Hispanic,south,93,14,19,18,14,15,17,10,19,56,44,63,58,50,52,63,39,61
144051,37,31.00 to 40.99 years,Female,High school graduate (including GED),White,midwest,60,10,10,10,10,10,10,10,10,32,31,37,34,33,35,39,39,36
169010,44,41.00 to 50.99 years,Male,Some college or associate degree,White,west,79,17,14,16,14,12,11,12,24,48,52,53,54,50,43,44,49,67
144037,56,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,70,20,11,11,11,11,14,12,10,42,58,42,39,38,39,56,49,36
169012,52,51.00 to 64.99 years,Female,High school graduate (including GED),White,west,103,15,16,23,17,17,17,13,16,60,47,58,65,58,56,63,52,56
141205,41,41.00 to 50.99 years,Male,Some college or associate degree,White,south,106,23,18,19,16,18,22,13,17,61,63,61,60,56,58,71,52,58
141206,39,31.00 to 40.99 years,Female,Some college or associate degree,White,south,108,15,20,22,18,18,17,13,19,62,47,64,64,60,58,63,52,61
169024,69,65.00 to 99.99 years,Female,Some college or associate degree,White,west,101,17,17,20,18,15,15,16,19,60,52,60,61,60,52,59,60,61
169006,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,70,14,11,13,13,11,12,10,10,42,44,42,47,47,39,49,39,36
169002,43,41.00 to 50.99 years,Male,Bachelor's degree or higher,MultiRacial,west,75,23,11,13,14,10,14,13,11,46,63,42,47,50,35,56,52,41
169025,70,65.00 to 99.99 years,Male,Some college or associate degree,White,west,109,20,19,20,15,19,20,16,20,62,58,63,61,53,60,69,60,62
169016,32,31.00 to 40.99 years,Female,Some college or associate degree,Hispanic,west,82,15,15,12,13,15,15,12,12,50,47,55,43,47,52,59,49,45
169014,42,41.00 to 50.99 years,Female,Some college or associate degree,White,west,94,19,14,19,18,17,13,13,14,57,56,53,60,60,56,53,52,51
169015,21,21.00 to 30.99 years,Female,High school graduate (including GED),White,west,92,18,16,14,18,16,14,14,20,56,54,58,49,60,54,56,55,62
169001,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,80,18,13,16,15,13,11,12,12,49,54,50,54,53,46,44,49,45
169017,33,31.00 to 40.99 years,Male,Some college or associate degree,Asian,west,76,25,14,11,13,11,17,10,18,46,66,53,39,47,39,63,39,59
169009,34,31.00 to 40.99 years,Female,Some college or associate degree,White,west,82,21,15,17,15,10,10,15,13,50,60,55,56,53,35,39,58,48
169011,68,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,midwest,80,12,13,14,15,15,11,12,15,49,38,50,49,53,52,44,49,54
169007,68,65.00 to 99.99 years,Female,Some college or associate degree,White,midwest,78,13,10,13,13,12,12,18,12,48,41,37,47,47,43,49,64,45
169022,43,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,midwest,96,18,15,15,15,16,17,18,21,57,54,55,52,53,54,63,64,64
169008,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,79,23,12,10,17,17,10,13,10,48,63,46,34,58,56,39,52,36
169019,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,105,22,17,21,22,20,13,12,27,61,62,60,62,66,61,53,49,69
169020,34,31.00 to 40.99 years,Male,Some college or associate degree,White,west,65,27,11,10,13,10,11,10,10,37,69,42,34,47,35,44,39,36
169018,37,31.00 to 40.99 years,Male,Some college or associate degree,White,west,63,16,13,10,10,10,10,10,13,35,50,50,34,33,35,39,39,48
169021,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,66,16,10,11,12,12,10,11,12,38,50,37,39,43,43,39,44,45
169050,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,85,22,14,12,13,24,12,10,14,52,62,53,43,47,66,49,39,51
171001,48,41.00 to 50.99 years,Female,Some college or associate degree,White,south,103,23,17,17,21,18,18,12,23,60,63,60,56,65,58,65,49,66
171008,70,65.00 to 99.99 years,Male,High school graduate (including GED),White,south,70,10,12,14,12,10,10,12,14,42,31,46,49,43,35,39,49,51
171015,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,MultiRacial,west,81,17,14,11,12,12,22,10,25,50,52,53,39,43,43,71,39,68
171002,46,41.00 to 50.99 years,Male,High school graduate (including GED),White,south,95,28,16,11,20,18,16,14,21,57,70,58,39,64,58,61,55,64
209001,52,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,70,13,12,11,13,10,11,13,12,42,41,46,39,47,35,44,52,45
209002,32,31.00 to 40.99 years,Female,Some college or associate degree,White,south,98,19,17,18,18,18,13,14,23,58,56,60,58,60,58,53,55,66
203001,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,south,85,21,11,21,15,18,10,10,11,52,60,42,62,53,58,39,39,41
203003,65,65.00 to 99.99 years,Male,Bachelor's degree or higher,Hispanic,south,64,10,10,11,11,11,10,11,10,36,31,37,39,38,39,39,44,36
203002,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,south,66,21,14,10,12,10,10,10,11,38,60,53,34,43,35,39,39,41
209003,21,21.00 to 30.99 years,Female,High school graduate (including GED),White,south,62,11,11,10,10,10,11,10,10,34,35,42,34,33,35,44,39,36
204006,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,107,17,20,22,20,14,16,15,15,62,52,64,64,64,49,61,58,54
171009,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,99,17,17,17,17,22,13,13,15,59,52,60,56,58,64,53,52,54
204007,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,MultiRacial,west,78,16,13,13,13,18,10,11,13,48,50,50,47,47,58,39,44,48
204010,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,70,18,11,10,11,17,10,11,12,42,54,42,34,38,56,39,44,45
203005,46,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,73,16,13,12,13,11,12,12,11,44,50,50,43,47,39,49,49,41
203006,60,51.00 to 64.99 years,Female,Some college or associate degree,White,south,67,15,10,11,12,11,12,11,13,39,47,37,39,43,39,49,44,48
171017,57,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,west,74,13,14,16,12,11,11,10,11,45,41,53,54,43,39,44,39,41
193001,21,21.00 to 30.99 years,Male,Some college or associate degree,White,northeast,62,19,11,11,10,10,10,10,10,34,56,42,39,33,35,39,39,36
190001,67,65.00 to 99.99 years,Female,Bachelor's degree or higher,White,west,69,10,10,11,12,15,11,10,10,41,31,37,39,43,52,44,39,36
190002,70,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,west,81,14,12,12,13,16,15,13,12,50,44,46,43,47,54,59,52,45
209006,62,51.00 to 64.99 years,Female,Some college or associate degree,Black,south,76,14,14,15,14,12,11,10,10,46,44,53,52,50,43,44,39,36
203014,63,51.00 to 64.99 years,Male,High school graduate (including GED),White,south,70,19,10,11,13,13,12,11,12,42,56,37,39,47,46,49,44,45
209004,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,86,16,17,14,14,17,14,10,18,52,50,60,49,50,56,56,39,59
203010,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,81,21,15,12,13,10,17,14,18,50,60,55,43,47,35,63,55,59
204012,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,111,18,16,22,18,18,15,22,30,63,54,58,64,60,58,59,70,71
171014,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,107,16,13,31,18,15,12,18,12,62,50,50,71,60,52,49,64,45
209010,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,101,31,12,16,20,28,13,12,13,60,74,46,54,64,69,53,49,48
204004,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,89,14,21,12,17,12,11,16,12,54,44,66,43,58,43,44,60,45
209011,45,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,south,88,20,14,15,18,19,11,11,16,54,58,53,52,60,60,44,44,56
204017,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,77,14,11,11,12,16,16,11,15,47,44,42,39,43,54,61,44,54
204014,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,west,69,15,13,12,12,10,12,10,11,41,47,50,43,43,35,49,39,41
204011,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,114,19,22,26,19,19,13,15,16,64,56,67,67,62,60,53,58,56
204003,54,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,west,93,18,15,20,14,18,14,12,19,56,54,55,61,50,58,56,49,61
204015,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,west,70,16,11,15,13,10,10,11,13,42,50,42,52,47,35,39,44,48
204023,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,AmericanIndAlaskanNat,west,82,18,13,20,13,14,11,11,14,50,54,50,61,47,49,44,44,51
204016,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,61,12,10,11,10,10,10,10,10,33,38,37,39,33,35,39,39,36
204008,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,79,13,15,16,13,10,13,12,12,48,41,55,54,47,35,53,49,45
204022,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,80,18,13,14,14,15,12,12,16,49,54,50,49,50,52,49,49,56
204025,22,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,76,15,12,16,11,14,13,10,11,46,47,46,54,38,49,53,39,41
190008,30,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,south,81,17,12,14,15,16,13,11,13,50,52,46,49,53,54,53,44,48
204001,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,Black,west,68,11,15,13,10,10,10,10,14,40,35,55,47,33,35,39,39,51
190003,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,68,16,10,11,10,12,11,14,13,40,50,37,39,33,43,44,55,48
190012,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,west,65,14,10,11,11,13,10,10,11,37,44,37,39,38,46,39,39,41
203015,55,51.00 to 64.99 years,Female,Some college or associate degree,Black,south,69,14,11,13,11,13,11,10,10,41,44,42,47,38,46,44,39,36
209013,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,85,21,10,12,16,24,12,11,12,52,60,37,43,56,66,49,44,45
209007,54,51.00 to 64.99 years,Male,Some college or associate degree,White,south,77,15,15,15,14,11,11,11,12,47,47,55,52,50,39,44,44,45
204018,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,73,19,13,12,14,14,10,10,11,44,56,50,43,50,49,39,39,41
190018,37,31.00 to 40.99 years,Female,High school graduate (including GED),Hispanic,west,70,12,12,12,11,14,10,11,10,42,38,46,43,38,49,39,44,36
190011,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,60,10,10,10,10,10,10,10,10,32,31,37,34,33,35,39,39,36
217002,35,31.00 to 40.99 years,Female,Did not complete high school (no diploma),White,south,103,16,19,19,15,19,15,16,19,60,50,63,60,53,60,59,60,61
190009,36,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,south,77,24,10,13,16,14,13,11,10,47,65,37,47,56,49,53,44,36
224008,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,81,15,10,10,16,18,12,15,11,50,47,37,34,56,58,49,58,41
204024,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,96,24,20,22,13,17,11,13,15,57,65,64,64,47,56,44,52,54
217003,40,41.00 to 50.99 years,Male,High school graduate (including GED),Black,south,107,21,16,20,13,29,19,10,13,62,60,58,61,47,70,67,39,48
204020,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,76,13,13,13,13,15,12,10,10,46,41,50,47,47,52,49,39,36
189087,31,31.00 to 40.99 years,Male,Some college or associate degree,White,south,73,20,11,13,14,15,10,10,13,44,58,42,47,50,52,39,39,48
189085,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,MultiRacial,south,73,13,10,13,11,17,10,12,10,44,41,37,47,38,56,39,49,36
204009,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,123,21,21,21,24,19,22,16,25,67,60,66,62,69,60,71,60,68
178047,37,31.00 to 40.99 years,Male,Some college or associate degree,Black,south,78,22,11,13,14,15,13,12,14,48,62,42,47,50,52,53,49,51
189082,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,south,66,13,11,11,10,14,10,10,10,38,41,42,39,33,49,39,39,36
204019,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,west,64,12,10,11,10,10,13,10,10,36,38,37,39,33,35,53,39,36
189086,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,Asian,south,98,17,15,15,16,19,17,16,12,58,52,55,52,56,60,63,60,45
190022,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,84,17,13,15,17,11,13,15,17,51,52,50,52,58,39,53,58,58
225001,22,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,71,13,11,14,13,11,11,11,10,42,41,42,49,47,39,44,44,36
