CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,q0011,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,5336684404,95276301,04/23/2017 02:33:53,04/23/2017 02:55:36,76.0.77.244, , , , ,141039,04,23,2017,12,02,2001,15,Female,9,76634,No, , , , ,White, , ,No, ,No,Did not complete high school (no diploma),1,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Always,Never,Occasionally,Never,Occasionally,Frequently,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Always,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76634,south,4/23/2017,12/2/2001,15.3894592744695,14.00 to 15.99 years,1,White,1
Web Link 1,5336701988,95276301,04/23/2017 03:17:28,04/23/2017 03:31:33,71.40.121.102, , , , ,141035,04,23,2017,04,26,2001,15,Female,10,76708,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Always,Frequently,Always,Always,Never,Never,Occasionally,Never,Never,Never,Never,Always,Always,Always,Never,Occasionally,Never,Always,Frequently,Always,Never,Never,Frequently,Occasionally,Always,Frequently,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Always,Never,Always,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Never,Always,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Occasionally,Never,Never,Always,Always,Occasionally,Never,Never,Never,Frequently,Occasionally,Never,Frequently,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Frequently,Occasionally,Always, , , , , , , , , , , , , , , , , , , ,76708,south,4/23/2017,4/26/2001,15.9917864476386,14.00 to 15.99 years,1,White,1
Web Link 1,5336709102,95276301,04/23/2017 03:35:27,04/23/2017 03:46:31,71.40.121.102, , , , ,141036,04,24,2017,11,11,1999,17,Male,11,76708,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,2,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Frequently,Occasionally,Never,Frequently,Never,Occasionally,Occasionally,Never,Always,Frequently,Never,Occasionally,Always,Always,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Always,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Frequently,Never,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Frequently,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Restricted License,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,76708,south,4/24/2017,11/11/1999,17.45106091718,16.00 to 17.99 years,1,White,1
Web Link 1,5336723690,95276301,04/23/2017 04:11:36,04/23/2017 04:28:45,173.173.34.52, , , , ,141041,04,23,2017,08,22,2003,13,Female,8,76708,No, , , , ,White, , ,No, ,No,Did not complete high school (no diploma),1,Always,Occasionally,Frequently,Occasionally,Always,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76708,south,4/23/2017,8/22/2003,13.6700889801506,12.00 to 13.99,1,White,1
Web Link 1,5336740913,95276301,04/23/2017 04:55:29,04/23/2017 05:17:07,98.166.0.40, , , , ,119069,04,23,2017,08,12,2000,16,Male,10,23707,No, , , , ,White, , ,No, ,No,Some college or associate degree,4 or more,Frequently,Occasionally,Always,Frequently,Frequently,Occasionally,Never,Frequently,Never,Always,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,23707,south,4/23/2017,8/12/2000,16.6954140999316,16.00 to 17.99 years,1,White,1
Web Link 1,5336782380,95276301,04/23/2017 06:37:11,04/23/2017 06:51:52,173.173.49.131, , , , ,141044,04,23,2017,10,19,2003,13,Female,7,76708,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,0,Always,Always,Always,Frequently,Frequently,Never,Never,Always,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Always,Occasionally,Never,Never,Never,Never,Occasionally,Always,Never,Never,Always,Always,Occasionally,Always,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Always,Never,Always,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76708,south,4/23/2017,10/19/2003,13.5112936344969,12.00 to 13.99,1,White,1
Web Link 1,5336797482,95276301,04/23/2017 07:13:16,04/23/2017 07:28:37,70.122.69.240, , , , ,141045,04,22,2017,06,16,2000,16,Male,11,76705,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,1,Always,Occasionally,Always,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Learner's Permit,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Occasionally,76705,south,4/22/2017,6/16/2000,16.848733744011,16.00 to 17.99 years,1,White,1
Web Link 1,5337634923,95276301,04/24/2017 11:27:20,04/24/2017 11:43:15,209.68.90.12, , , , ,158014,04,24,2017,06,03,2004,12,Female,7,14522,No, , , , ,White, , ,No, ,No,Some college or associate degree,3,Frequently,Always,Always,Always,Always,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Always,Occasionally,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Always,Occasionally,Occasionally,Frequently,Always,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Always,Occasionally,Never,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/24/2017,6/3/2004,12.8898015058179,12.00 to 13.99,1,White,1
Web Link 1,5337793813,95276301,04/24/2017 01:32:44,04/24/2017 01:48:51,24.227.200.250, , , , ,141057,04,24,2017,06,22,2005,11,Male,6,76633,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Always,Always,Always,Always,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Always,Never,Frequently,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76633,south,4/24/2017,6/22/2005,11.8384668035592, ,1,White,1
Web Link 1,5337826357,95276301,04/24/2017 02:00:48,04/24/2017 02:14:42,24.227.200.250, , , , ,141052,04,24,2017,05,03,2005,11,Male,6,76708,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Always,Always,Always,Frequently,Never,Occasionally,Never,Always,Occasionally,Frequently,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Always,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,4/24/2017,5/3/2005,11.9753593429158, ,1,White,1
Web Link 1,5337839515,95276301,04/24/2017 02:10:53,04/24/2017 02:26:28,107.77.201.165, , , , ,141050,04,24,2017,10,25,2004,12,Male,6,76706,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Frequently,Frequently,Frequently,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Always,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Always,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Never,Never,Always,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally, , , , , , , , , , , , , , , , , , , ,76706,south,4/24/2017,10/25/2004,12.4955509924709,12.00 to 13.99,1,White,1
Web Link 1,5337872890,95276301,04/24/2017 02:46:44,04/24/2017 02:56:13,24.155.239.94, , , , ,141051,04,24,2017,11,08,2000,16,Male,10,76706,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Frequently,Always,Always,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76706,south,4/24/2017,11/8/2000,16.4572210814511,16.00 to 17.99 years,1,White,1
Web Link 1,5337901505,95276301,04/24/2017 03:21:11,04/24/2017 03:41:01,47.187.138.39, , , , ,141058,04,24,2017,06,14,2004,12,Male,6,75077,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Always,Frequently,Always,Frequently,Frequently,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Frequently,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Always,Frequently,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Frequently,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Always,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,75077,south,4/24/2017,6/14/2004,12.8596851471595,12.00 to 13.99,1,White,1
Web Link 1,5337929330,95276301,04/24/2017 04:00:20,04/24/2017 04:09:17,107.77.201.37, , , , ,141056,04,24,2016,07,03,2000,16,Female,11,76633,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,1,Always,Always,Frequently,Frequently,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Restricted License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,76633,south,4/24/2016,7/3/2000,15.8083504449008,14.00 to 15.99 years,1,White,1
Web Link 1,5338038522,95276301,04/24/2017 06:52:41,04/24/2017 07:03:41,24.155.30.98, , , , ,141049,04,24,2017,08,06,2000,16,Female,11,76706,Yes,American Indian/Alaska Native, , , ,White, , ,No, ,Yes,Some college or associate degree,1,Always,Frequently,Frequently,Occasionally,Always,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Always,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Always,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Frequently,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,76706,south,4/24/2017,8/6/2000,16.7145790554415,16.00 to 17.99 years,2,Hispanic,1
Web Link 1,5339026275,95276301,04/25/2017 12:45:41,04/25/2017 12:59:25,32.208.186.51, , , , ,143005,04,25,2017,05,09,2004,12,Female,7,06492,No, , , , ,White, , ,No, ,No,Some college or associate degree,4 or more,Always,Always,Always,Always,Never,Never,Never,Always,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,6492,northeast,4/25/2017,5/9/2004,12.9609856262834,12.00 to 13.99,1,White,1
Web Link 1,5339133303,95276301,04/25/2017 02:18:34,04/25/2017 02:31:09,24.155.30.98, , , , ,141048,04,25,2017,09,03,2002,14,Female,8,76706,Yes,American Indian/Alaska Native, , , ,White,Other (please specify),Hispanic,No, ,No,Some college or associate degree,1,Always,Always,Always,Always,Occasionally,Never,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Always,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76706,south,4/25/2017,9/3/2002,14.6420260095825,14.00 to 15.99 years,3,Hispanic,1
Web Link 1,5339149816,95276301,04/25/2017 02:35:03,04/25/2017 02:49:56,173.173.46.126, , , , ,141046,04,25,2017,07,03,2003,13,Male,8,76708,No, , ,Black/African American, ,White, , ,Yes,ADHD,No,Bachelor's degree or higher,2,Frequently,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Always,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Always,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,4/25/2017,7/3/2003,13.8124572210815,12.00 to 13.99,2,MultiRacial,1
Web Link 1,5339205840,95276301,04/25/2017 03:40:05,04/25/2017 03:57:26,107.77.201.131, , , , ,141054,04,25,2017,05,03,2001,15,Female,10,76705,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Occasionally,Never,Never,Occasionally,Always,Never,Never,Occasionally,Never,Never,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Always,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Always,Occasionally,Frequently,Always,Occasionally,Occasionally,Never,Frequently,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Never,Frequently,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Always,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Always,Never,Occasionally,Never,Frequently,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76705,south,4/25/2017,5/3/2001,15.9780971937029,14.00 to 15.99 years,1,White,1
Web Link 1,5339357416,95276301,04/25/2017 07:20:36,04/25/2017 07:40:55,107.77.201.176, , , , ,141037,04,25,2017,03,20,2003,14,Male,8,76708,Yes, , , , ,White,Other (please specify),Hispanic,No, ,No,Some college or associate degree,2,Always,Frequently,Always,Frequently,Frequently,Occasionally,Never,Frequently,Occasionally,Never,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Always,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76708,south,4/25/2017,3/20/2003,14.0999315537303,14.00 to 15.99 years,2,Hispanic,1
