RespondentID,StartDate,EndDate,IPAddress,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,disability,q0010_other,driving,ParentHighestEducation,q0013,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total,ResponseId,HighestEducation,DriveForm,q0012,q0012_other
 , , , ,105058,02,23,2017,11,11,1999,17,Male,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,43566,midwest,2/23/2017,11/11/1999,17.2867898699521,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
 , , , ,105060,02,09,2017,02,18,1997,19,Male,College,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,43551,midwest,2/9/2017,2/18/1997,19.9753593429158,18.00 to 22.25 years,1,White,1, , ,TeenHome,Mother, 
5238216665,02/12/2017 02:38:34 PM,02/12/2017 02:49:54 PM,108.45.132.248,105064,02,12,2017,04,30,2001,15,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,20878,south,2/12/2017,4/30/2001,15.7891854893908,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,105064,02,09,2017,04,30,2001,15,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,20878,south,2/9/2017,4/30/2001,15.7809719370294,14.00 to 15.99 years,1,White,1, , ,TeenHome,Father, 
5244240650,02/13/2017 05:11:53 PM,02/13/2017 05:26:14 PM,108.45.132.248,105065,02,13,2017,01,02,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,20878,south,2/13/2017,1/2/1999,18.1163586584531,18.00 to 22.25 years,1,White,1, , ,TeenSR, , 
 , , , ,105065,02,09,2017,01,02,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,20878,south,2/9/2017,1/2/1999,18.1054072553046,18.00 to 22.25 years,1,White,1, , ,TeenHome,Father, 
5248356549,02/15/2017 08:35:07 AM,04/23/2019 12:16:25 PM,24.52.68.230,105098,02,15,2017,05,19,2001,15,Male,10,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,43608,midwest,2/15/2017,5/19/2001,15.7453798767967,14.00 to 15.99 years,1,Black,1, , ,TeenSR, , 
 , , , ,105098,02,15,2017,05,19,2001,15,Male,10,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,1, , , , , , , , , , , , , , , , , , , ,43608,midwest,2/15/2017,5/19/2001,15.7453798767967,14.00 to 15.99 years,1,Black,1, , ,TeenHome,Mother, 
5255576347,02/20/2017 11:18:51 AM,02/20/2017 12:18:54 PM,172.56.11.53,105110,02,20,2017,11,12,1997,19,Male,College,No, , ,Black/African American, , , , ,No, ,yes,Some college or associate degree,4 or more,Full License,Never,Occasionally,Occasionally,Occasionally,Always,Occasionally,Frequently,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Always,43607,midwest,2/20/2017,11/12/1997,19.27446954141,18.00 to 22.25 years,1,Black,1, , ,TeenSR, , 
 , , , ,105110,02,20,2017,11,12,1997,19,Male,College,No, , ,Black/African American, , , , ,No, ,yes,Some college or associate degree,1,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,43608,midwest,2/20/2017,11/12/1997,19.27446954141,18.00 to 22.25 years,1,Black,1, , ,TeenHome,Mother, 
5302166394,03/24/2017 06:45:03 PM,04/23/2019 12:18:28 PM,73.51.166.141,106009,03,24,2017,08,23,2000,16,Male,10,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Learner's Permit,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,46311,midwest,3/24/2017,8/23/2000,16.5831622176591,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,106009,03,07,2017,08,23,2000,16,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,46311,midwest,3/7/2017,8/23/2000,16.5366187542779,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5263106858,02/25/2017 04:04:01 PM,04/23/2019 12:19:12 PM,66.87.77.201,106010,02,25,2017,08,23,2000,16,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,46311,midwest,2/25/2017,8/23/2000,16.5092402464066,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,106010,03,10,2017,08,23,2000,16,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,46311,midwest,3/10/2017,8/23/2000,16.5448323066393,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5261034589,02/23/2017 07:13:17 PM,02/23/2017 07:38:00 PM,99.60.84.217,106016,02,23,2017,11,15,2000,16,Female,10,Yes, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,3,Learner's Permit,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,46321,midwest,2/23/2017,11/15/2000,16.2737850787132,16.00 to 17.99 years,1,Hispanic,1, , ,TeenSR, , 
 , , , ,106016,02,23,2017,11,15,2000,16,Female,10,Yes, , , , ,White, , ,No,N/A,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,46321,midwest,2/23/2017,11/15/2000,16.2737850787132,16.00 to 17.99 years,1,Hispanic,1, , ,TeenHome,Mother, 
5275525354,03/06/2017 01:08:46 PM,03/06/2017 01:28:49 PM,50.203.193.186,106021,03,06,2017,07,06,2000,16,Female,11,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,60409,midwest,3/6/2017,7/6/2000,16.6652977412731,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,106021,03,06,2017,07,06,2000,16,Female,11,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,0, , , , , , , , , , , , , , , , , , , ,60409,midwest,3/6/2017,7/6/2000,16.6652977412731,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
 , , , ,118004,01,14,2017,06,09,2001,15,Female,10,Yes, , ,Black/African American, , ,Other (please specify),Mixed race,No, ,no,Bachelor's degree or higher,4 or more, , , , , , , , , , , , , , , , , , , ,29902,south,1/14/2017,6/9/2001,15.6002737850787,14.00 to 15.99 years,2,Hispanic,1, , ,TeenHome,Father, 
 , , , ,118006,01,14,2017,01,31,2003,13,Male,8,Yes, , ,Black/African American, , , , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,29902,south,1/14/2017,1/31/2003,13.9548254620123,11.75 to 13.99,1,Hispanic,1, , ,TeenHome,Mother, 
5184423615,01/22/2017 12:48:59 PM,01/27/2017 11:34:16 AM,64.203.245.2,118017,01,22,2017,06,18,2003,13,Female,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,29906,south,1/22/2017,6/18/2003,13.5989048596851,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,118017,01,22,2017,06,18,2003,13,Female,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,29906,south,1/22/2017,6/18/2003,13.5989048596851,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5275873112,03/06/2017 05:44:00 PM,03/06/2017 06:18:23 PM,108.11.170.52,119008,03,06,2017,11,28,2003,13,Female,8,No, , ,Black/African American, , ,Other (please specify),Trinidadian,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,23430,south,3/6/2017,11/28/2003,13.2703627652293,11.75 to 13.99,2,MultiRacial,1, , ,TeenSR, , 
 , , , ,119008,03,05,2017,11,28,2003,13,Female,8,No, , ,Black/African American, , , , ,No, ,no,Bachelor's degree or higher,0, , , , , , , , , , , , , , , , , , , ,23430,south,3/5/2017,11/28/2003,13.2676249144422,11.75 to 13.99,1,Black,1, , ,TeenHome,Mother, 
5279040722,03/08/2017 02:27:28 PM,03/08/2017 02:40:18 PM,68.229.119.52,119034,03,08,2017,07,15,2001,15,Female,10,No, , , , ,White, , ,Yes,Depression,no,High school graduate (including GED),1, , , , , , , , , , , , , , , , , , , ,23701,south,3/8/2017,7/15/2001,15.64681724846,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,119034,03,08,2017,07,15,2001,15,Female,10,No, , , , ,White, , ,No, ,no,High school graduate (including GED),0, , , , , , , , , , , , , , , , , , , ,23701,south,3/8/2017,7/15/2001,15.64681724846,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5361350348,05/18/2017 10:21:20 AM,04/23/2019 12:27:39 PM,66.87.129.1,119052,05,18,2017,11,25,2003,13,Female,7,No, , , , ,White, , ,No, ,no,High school graduate (including GED),4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,5/18/2017,11/25/2003,13.4784394250513,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,119052,03,28,2017,11,25,2003,13,Female,7,No, , , , ,White, , ,No, ,no,High school graduate (including GED),4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,3/28/2017,11/25/2003,13.3388090349076,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5363249137,05/21/2017 09:21:10 AM,04/23/2019 12:28:14 PM,66.87.128.40,119053,05,21,2017,04,05,2001,16,Female,10,No, ,Asian, , ,White, , ,No, ,yes,High school graduate (including GED),4 or more,Learner's Permit,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,23707,south,5/21/2017,4/5/2001,16.1259411362081,16.00 to 17.99 years,2,MultiRacial,1, , ,TeenSR, , 
 , , , ,119053,03,27,2017,04,05,2001,15,Female,10,No, , , , ,White, , ,No, ,yes,High school graduate (including GED),4 or more,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Always,Occasionally,23707,south,3/27/2017,4/5/2001,15.9753593429158,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5364542214,05/22/2017 02:32:44 PM,04/23/2019 12:29:54 PM,66.87.129.143,119054,05,21,2017,09,28,1999,17,Male,12,No, , , , ,White, , ,No, ,yes,High school graduate (including GED),4 or more,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,23707,south,5/21/2017,9/28/1999,17.6454483230664,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,119054,03,27,2017,09,28,1999,17,Male,12,No, , , , ,White, , ,No, ,yes,High school graduate (including GED),4 or more,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,23707,south,3/27/2017,9/28/1999,17.4948665297741,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5336740913,04/23/2017 04:55:29 PM,04/23/2017 05:17:07 PM,98.166.0.40,119069,04,23,2017,08,12,2000,16,Male,10,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,4/23/2017,8/12/2000,16.6954140999316,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,119069,04,12,2017,08,12,2000,16,Male,10,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,4/12/2017,8/12/2000,16.6652977412731,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5363860479,05/22/2017 06:04:09 AM,05/22/2017 06:10:53 AM,216.54.120.67,119071,05,22,2017,06,18,2003,13,Male,8,Yes, , , , ,White, , ,Yes,ADHD,no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,23707,south,5/22/2017,6/18/2003,13.927446954141,11.75 to 13.99,1,Hispanic,1, , ,TeenSR, , 
 , , , ,119071,05,22,2017,06,18,2003,13,Male,8,Yes, , , , ,White, , ,Yes,ADHD,no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,23707,south,5/22/2017,6/18/2003,13.927446954141,11.75 to 13.99,1,Hispanic,1, , ,TeenHome,Mother, 
5363868695,05/22/2017 06:11:40 AM,05/22/2017 06:16:31 AM,216.54.120.67,119072,05,22,2017,07,26,2000,16,Male,11,No, , , , ,White, , ,Yes,"ADHD, alblyopia, bi-polar, IBS, scolosis, kyphosis, and urethea strictures",no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,23707,south,5/22/2017,7/26/2000,16.8213552361396,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,119072,05,22,2017,07,26,2000,16,Male,11,No, , , , ,White, , ,Yes,"ADHD, amblyopia, bi-polar, IBS, scolosis, kyphosis, urethea stricture",no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,23707,south,5/22/2017,7/26/2000,16.8213552361396,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5365488187,05/23/2017 10:01:46 AM,05/23/2017 10:13:23 AM,216.54.120.89,119074,05,23,2017,09,23,1998,18,Male,12,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,2,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,23707,south,5/23/2017,9/23/1998,18.6639288158795,18.00 to 22.25 years,1,Black,1, , ,TeenSR, , 
 , , , ,119074,05,23,2017,09,23,1998,18,Male,12,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,23707,south,5/23/2017,9/23/1998,18.6639288158795,18.00 to 22.25 years,1,Black,1, , ,TeenHome,Mother, 
5364111668,05/22/2017 09:07:10 AM,05/22/2017 09:18:46 AM,216.54.120.67,119075,05,22,2017,03,04,2003,14,Male,8,No, , ,Black/African American, , , , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,23707,south,5/22/2017,3/4/2003,14.217659137577,14.00 to 15.99 years,1,Black,1, , ,TeenSR, , 
5449269336,11/01/2017 07:23:58 PM,04/23/2019 01:33:04 PM,70.160.117.66,119133,11,01,2017,09,29,2001,16,Male,11,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,1,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,23504,south,11/1/2017,9/29/2001,16.0903490759754,16.00 to 17.99 years,1,Black,1, , ,TeenSR, , 
 , , , ,119133,11,01,2017,09,29,2001,16,Male,11,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,1,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,23504,south,11/1/2017,9/29/2001,16.0903490759754,16.00 to 17.99 years,1,Black,1, , ,TeenHome,Mother, 
5459566697,11/26/2017 03:53:13 PM,04/23/2019 01:37:00 PM,68.131.22.72,119135,11,26,2017,08,06,2001,16,Male,11,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,0,Full License,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,23602,south,11/26/2017,8/6/2001,16.3066392881588,16.00 to 17.99 years,1,Black,1, , ,TeenSR, , 
 , , , ,119135,11,26,2017,08,06,2001,16,Male,11,No, , ,Black/African American, , , , ,No, ,yes,Bachelor's degree or higher,1,Full License,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,23602,south,11/26/2017,8/6/2001,16.3066392881588,16.00 to 17.99 years,1,Black,1, , ,TeenHome,Mother, 
5457206707,11/20/2017 09:12:58 AM,11/20/2017 09:18:49 AM,24.254.192.15,119136,11,20,2017,02,27,2002,15,Male,10,No, , , , ,White, , ,No, ,no,High school graduate (including GED),2, , , , , , , , , , , , , , , , , , , ,23707,south,11/20/2017,2/27/2002,15.7289527720739,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,119136,11,20,2017,02,27,2002,15,Male,10,No, , , , ,White, , ,No, ,no,High school graduate (including GED),3, , , , , , , , , , , , , , , , , , , ,23707,south,11/20/2017,2/27/2002,15.7289527720739,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5495681730,03/04/2018 05:09:03 PM,04/23/2019 01:51:40 PM,70.104.197.182,119139,03,04,2018,01,27,2001,17,Male,11,No, , ,Black/African American, , , , ,No, ,no,High school graduate (including GED),2, , , , , , , , , , , , , , , , , , , ,23703,south,3/4/2018,1/27/2001,17.09787816564,16.00 to 17.99 years,1,Black,1, , ,TeenSR, , 
 , , , ,119139,03,07,2018,01,27,2001,17,Male,11,No, , ,Black/African American, , , , ,No, ,no,High school graduate (including GED),2, , , , , , , , , , , , , , , , , , , ,23703,south,3/7/2018,1/27/2001,17.1060917180014,16.00 to 17.99 years,1,Black,1, , ,TeenHome,Mother, 
5501496467,03/21/2018 03:19:56 PM,03/21/2018 03:29:20 PM,172.56.5.117,119140,03,21,2018,08,29,2001,16,Female,11,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,3/21/2018,8/29/2001,16.5585215605749,16.00 to 17.99 years,1,Black,1, , ,TeenSR, , 
 , , , ,119140,03,21,2018,08,29,2001,16,Female,11,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,3/21/2018,8/29/2001,16.5585215605749,16.00 to 17.99 years,1,Black,1, , ,TeenHome,Mother, 
5501499141,03/21/2018 03:29:55 PM,03/21/2018 03:51:13 PM,172.56.5.117,119141,03,21,2018,05,10,2004,13,Female,8,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,3/21/2018,5/10/2004,13.8617385352498,11.75 to 13.99,1,Black,1, , ,TeenSR, , 
 , , , ,119141,03,21,2018,05,10,2004,13,Female,8,No, , ,Black/African American, , , , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,23707,south,3/21/2018,5/10/2004,13.8617385352498,11.75 to 13.99,1,Black,1, , ,TeenHome,Mother, 
 , , , ,120017,03,13,2017,11,13,1998,18,Female,College,Yes, , , , , ,Other (please specify),Latino,No, ,yes,Some college or associate degree,1,Full License,Never,Never,Never,Never,Never,Frequently,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Occasionally,Never,Never,95403,west,3/13/2017,11/13/1998,18.3299110198494,18.00 to 22.25 years,1,Hispanic,1, , ,TeenHome,Mother, 
5250556635,02/16/2017 09:43:27 AM,04/23/2019 02:01:04 PM,84.3.181.53,126004,02,16,2017,02,27,1999,17,Male,12,No, ,Asian, , , , , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/16/2017,2/27/1999,17.9712525667351,16.00 to 17.99 years,1,Asian,1, , ,TeenSR, , 
 , , , ,126004,02,15,2017,02,27,1999,17,Male,12,No, ,Asian, , , , , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/15/2017,2/27/1999,17.968514715948,16.00 to 17.99 years,1,Asian,1, , ,TeenHome,Mother, 
5250568448,02/16/2017 09:51:08 AM,02/16/2017 10:07:45 AM,84.3.181.53,126005,02,16,2017,07,07,2003,13,Male,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/16/2017,7/7/2003,13.6153319644079,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,126005,02,16,2017,07,07,2003,13,Male,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/16/2017,7/7/2003,13.6153319644079,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5275953058,03/06/2017 07:35:57 PM,04/23/2019 02:05:07 PM,24.7.171.214,126009,03,06,2017,11,14,1999,17,Male,12,No, , , ,Native Hawaiian/Pacific Islander,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,95747,west,3/6/2017,11/14/1999,17.3086926762491,16.00 to 17.99 years,2,MultiRacial,1, , ,TeenSR, , 
 , , , ,126009,03,31,2017,11,14,1999,17,Male,12,No, , , ,Native Hawaiian/Pacific Islander,White, , ,No,n/a,yes,Bachelor's degree or higher,1,Full License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,95747,west,3/31/2017,11/14/1999,17.3771389459274,16.00 to 17.99 years,2,MultiRacial,1, , ,TeenHome,Mother, 
5275996910,03/06/2017 08:33:10 PM,04/23/2019 02:06:53 PM,24.7.171.214,126010,03,06,2017,07,30,2001,15,Male,10,No, , ,Black/African American, ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,95747,west,3/6/2017,7/30/2001,15.6002737850787,14.00 to 15.99 years,2,MultiRacial,1, , ,TeenSR, , 
 , , , ,126010,03,31,2017,07,30,2001,15,Male,10,No, , , ,Native Hawaiian/Pacific Islander,White, , ,No,n/a,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,95747,west,3/31/2017,7/30/2001,15.668720054757,14.00 to 15.99 years,2,MultiRacial,1, , ,TeenHome,Mother, 
