RespondentID,StartDate,EndDate,IPAddress,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,disability,q0010_other,driving,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total,ResponseId,HighestEducation
5351201889,05/06/2017 12:26:39 PM,05/06/2017 12:41:14 PM,50.169.212.16,143030,05,06,2017,10,03,2001,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Frequently,Frequently,Occasionally,Occasionally,Frequently,Never,Occasionally,Never,Frequently,Never,Frequently,Frequently,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Frequently,Never,Never,Frequently,Frequently,Always,Never,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Always,Occasionally,Never,Never,Occasionally,Never,Never,Frequently,Never,Never,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,10/3/2001,15.5893223819302,14.00 to 15.99 years,1,White,1, , 
5351202323,05/06/2017 12:27:02 PM,05/06/2017 12:44:20 PM,50.169.212.16,143031,05,06,2017,04,05,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Always,Frequently,Always,Frequently,Never,Never,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Always,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Frequently,Frequently,Always,Occasionally,Occasionally,Occasionally,Always,Occasionally,Always,Never,Occasionally,Occasionally,Always,Never,Frequently,Occasionally,Always,Always,Occasionally,Never,Frequently,Frequently,Always,Never,Frequently,Never,Never,Never,Never,Never,Never,Always,Frequently,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Frequently,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Never,Frequently,Never,Always,Never,Never,Never,Never,Occasionally,Never,Never,Never,Frequently,Never,Occasionally,Always,Occasionally,Never,Never,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,4/5/2004,13.0841889117043,11.75 to 13.99,1,White,1, , 
5355878562,05/11/2017 01:54:37 PM,05/11/2017 02:03:08 PM,69.250.30.230,144015,05,11,2017,09,07,2002,14,Female,8,No, , ,Black/African American, ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Always,Always,Always,Always,Never,Never,Always,Never,Always,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,21212,south,5/11/2017,9/7/2002,14.6748802190281,14.00 to 15.99 years,2,MultiRacial,1, , 
5337634923,04/24/2017 11:27:20 AM,04/24/2017 11:43:15 AM,209.68.90.12,158014,04,24,2017,06,03,2004,12,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,3,Frequently,Always,Always,Always,Always,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Always,Occasionally,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Always,Occasionally,Occasionally,Frequently,Always,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Always,Occasionally,Never,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/24/2017,6/3/2004,12.8898015058179,11.75 to 13.99,1,White,1, , 
5344846020,04/30/2017 12:30:57 PM,04/30/2017 12:45:57 PM,67.242.172.34,158031,04,30,2017,01,04,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Always,Always,Frequently,Frequently,Always,Never,Never,Occasionally,Never,Never,Never,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,14522,northeast,4/30/2017,1/4/1999,18.3189596167009,18.00 to 22.25 years,1,White,1, , 
5344852526,04/30/2017 12:46:05 PM,04/24/2019 10:29:59 AM,67.242.172.34,158032,04,30,2017,09,23,2000,16,Male,10,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Always,Always,Always,Frequently,Frequently,Never,Never,Always,Never,Never,Never,Occasionally,Always,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Restricted License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,14523,northeast,4/30/2017,9/23/2000,16.5995893223819,16.00 to 17.99 years,1,White,1, , 
5344801364,04/30/2017 10:50:55 AM,04/30/2017 10:55:28 AM,66.66.138.73,158033,04,30,2017,05,11,1999,17,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Always,Frequently,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,14522,northeast,4/30/2017,5/11/1999,17.9712525667351,16.00 to 17.99 years,1,White,1, , 
5344803602,04/30/2017 10:55:53 AM,04/30/2017 10:59:06 AM,66.66.138.73,158034,04,30,2017,03,01,2002,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Always,Always,Always,Never,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,3/1/2002,15.1649555099247,14.00 to 15.99 years,1,White,1, , 
5335445795,04/21/2017 11:38:11 AM,04/21/2017 11:48:59 AM,67.242.5.120,158035,04,21,2017,06,23,1995,21,Female,College,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Always,Always,Frequently,Always,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,14522,northeast,4/21/2017,6/23/1995,21.8288843258042,18.00 to 22.25 years,1,White,1, , 
5340403743,04/26/2017 01:41:45 PM,04/24/2019 10:32:59 AM,67.242.172.34,158036,04,26,2017,05,18,2001,15,Male,10,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/26/2017,5/18/2001,15.9397672826831,14.00 to 15.99 years,1,White,1, , 
5335692967,04/21/2017 04:30:49 PM,04/24/2019 10:33:31 AM,66.66.136.19,158037,04,21,2017,07,13,1999,17,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Occasionally,Occasionally,Always,Always,Occasionally,Never,Never,Always,Occasionally,Occasionally,Occasionally,Occasionally,Always,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Always,Occasionally,Occasionally,Never,Frequently,Always,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Always,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Always,Never,Never,Frequently,Never,Occasionally,Occasionally,Never,Occasionally,Always,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Frequently,Frequently,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Frequently,Occasionally,Frequently,Learner's Permit,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,14522,northeast,4/21/2017,7/13/1999,17.7741273100616,16.00 to 17.99 years,1,White,1, , 
5347466377,05/02/2017 07:23:52 PM,05/02/2017 07:34:06 PM,66.66.75.219,158038,05,02,2017,08,08,2000,16,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,3,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Restricted License,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,14522,northeast,5/2/2017,8/8/2000,16.7310061601643,16.00 to 17.99 years,1,White,1, , 
5347460605,05/02/2017 07:14:26 PM,05/02/2017 07:23:36 PM,66.66.75.219,158039,05,02,2017,10,12,2002,14,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3,Frequently,Always,Always,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,14522,northeast,5/2/2017,10/12/2002,14.5544147843943,14.00 to 15.99 years,1,White,1, , 
5344779847,04/30/2017 10:01:36 AM,04/30/2017 11:06:09 AM,66.66.137.220,158041,04,30,2017,02,10,2005,12,Male,6,No,American Indian/Alaska Native, ,Black/African American, ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Frequently,Always,Frequently,Always,Never,Never,Occasionally,Never,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Occasionally,Frequently,Frequently,Frequently,Occasionally,Always,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Always,Occasionally,Frequently,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,2/10/2005,12.2162902121834,11.75 to 13.99,3,MultiRacial,1, , 
5352739657,05/08/2017 03:00:17 PM,05/08/2017 03:18:51 PM,74.67.135.237,158042,05,07,2017,01,13,2000,17,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Frequently,Frequently,Frequently,Always,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Full License,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,14502,northeast,5/7/2017,1/13/2000,17.3141683778234,16.00 to 17.99 years,1,White,1, , 
5352711016,05/08/2017 02:23:16 PM,05/08/2017 02:39:24 PM,74.67.135.237,158043,05,08,2017,01,13,2000,17,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Frequently,Always,Always,Always,Frequently,Frequently,Never,Always,Occasionally,Never,Occasionally,Occasionally,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Always,Occasionally,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Always,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Always,Frequently,Full License,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,14502,northeast,5/8/2017,1/13/2000,17.3169062286105,16.00 to 17.99 years,1,White,1, , 
5335432952,04/21/2017 11:26:58 AM,04/21/2017 11:31:42 AM,66.66.138.73,158044,04,21,2017,02,26,2005,12,Male,6,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/21/2017,2/26/2005,12.1478439425051,11.75 to 13.99,1,White,1, , 
5335476800,04/21/2017 11:59:51 AM,04/21/2017 12:12:17 PM,67.242.5.120,158045,04,21,2017,06,05,2002,14,Male,9,No,American Indian/Alaska Native, , , ,White, , ,No, ,no,Some college or associate degree,4 or more,Always,Always,Always,Always,Occasionally,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,13032,northeast,4/21/2017,6/5/2002,14.8774811772758,14.00 to 15.99 years,2,MultiRacial,1, , 
5335700219,04/21/2017 04:45:50 PM,04/24/2019 10:36:30 AM,66.66.136.19,158046,04,21,2017,09,11,2002,14,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1,Frequently,Always,Frequently,Frequently,Always,Frequently,Never,Frequently,Never,Never,Occasionally,Never,Always,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/21/2017,9/11/2002,14.6091718001369,14.00 to 15.99 years,1,White,1, , 
5344839985,04/30/2017 11:29:30 AM,04/30/2017 12:22:03 PM,66.66.138.73,158047,04,30,2017,12,29,1998,18,Male,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,3,Always,Always,Always,Always,Never,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,14522,northeast,4/30/2017,12/29/1998,18.3353867214237,18.00 to 22.25 years,1,White,1, , 
5344865415,04/30/2017 01:15:16 PM,04/30/2017 01:46:10 PM,67.242.175.34,158048,04,30,2017,03,09,2000,17,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Always,Frequently,Always,Always,Occasionally,Always,Never,Always,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,14522,northeast,4/30/2017,3/9/2000,17.1416837782341,16.00 to 17.99 years,1,White,1, , 
5345045757,04/30/2017 07:31:29 PM,04/24/2019 10:41:59 AM,67.242.175.34,158049,04,30,2017,03,07,2002,15,Male,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2,Always,Frequently,Always,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Frequently,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,3/7/2002,15.1485284052019,14.00 to 15.99 years,1,White,1, , 
